timestamp,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,jetson_clocks,nvp model
2025-07-19 18:01:46,2025-07-19 18:01:46.885813,6:21:40.790000,15,13,9,13,0.5166129508316876,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,40.0,37.0,36.5,38.0,OFF,MAXN
2025-07-19 18:01:47,2025-07-19 18:01:47.887679,6:21:41.790000,15,10,8,9,0.5164406111521601,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:48,2025-07-19 18:01:48.889312,6:21:42.790000,17,13,10,9,0.5164802294692928,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,36.5,36.0,38.0,OFF,MAXN
2025-07-19 18:01:49,2025-07-19 18:01:49.890577,6:21:43.790000,16,13,7,9,0.5164168401618805,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:50,2025-07-19 18:01:50.892197,6:21:44.800000,12,13,9,12,0.516294023378769,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,40.0,37.0,35.5,38.0,OFF,MAXN
2025-07-19 18:01:51,2025-07-19 18:01:51.894083,6:21:45.800000,16,9,11,10,0.5162326149872132,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:52,2025-07-19 18:01:52.895580,6:21:46.800000,17,8,5,11,0.5162246913237867,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:53,2025-07-19 18:01:53.897516,6:21:47.800000,23,10,8,7,0.516315813453192,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:01:54,2025-07-19 18:01:54.898668,6:21:48.800000,20,10,9,8,0.5162484623140663,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:55,2025-07-19 18:01:55.900361,6:21:49.800000,18,9,8,7,0.516331660780045,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,40.0,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:56,2025-07-19 18:01:56.901513,6:21:50.810000,12,10,11,8,0.5161969585017937,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:57,2025-07-19 18:01:57.902955,6:21:51.810000,16,8,8,10,0.5162246913237867,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:58,2025-07-19 18:01:58.904664,6:21:52.810000,12,12,11,12,0.5161672447639442,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.5,38.25,OFF,MAXN
2025-07-19 18:01:59,2025-07-19 18:01:59.906663,6:21:53.810000,10,16,11,6,0.5162702523884893,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:00,2025-07-19 18:02:00.908345,6:21:54.810000,11,14,11,9,0.5163930691716008,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:01,2025-07-19 18:02:01.910242,6:21:55.810000,11,15,10,8,0.5164089164984539,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:02,2025-07-19 18:02:02.911946,6:21:56.820000,12,16,10,8,0.5165317332815654,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:03,2025-07-19 18:02:03.913592,6:21:57.820000,13,12,11,7,0.5165931416731212,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:04,2025-07-19 18:02:04.914639,6:21:58.820000,8,15,8,8,0.5163891073398875,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,37.75,OFF,MAXN
2025-07-19 18:02:05,2025-07-19 18:02:05.916288,6:21:59.820000,8,14,13,8,0.516266290556776,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,36.5,36.0,38.25,OFF,MAXN
2025-07-19 18:02:06,2025-07-19 18:02:06.917939,6:22:00.820000,13,9,16,14,0.5164049546667406,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:07,2025-07-19 18:02:07.918632,6:22:01.820000,8,12,13,8,0.5164128783301671,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:08,2025-07-19 18:02:08.920344,6:22:02.830000,8,10,13,10,0.5163514699386114,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:09,2025-07-19 18:02:09.921944,6:22:03.830000,16,11,13,10,0.5165931416731212,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:10,2025-07-19 18:02:10.923662,6:22:04.830000,13,8,15,14,0.5175578476953034,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:11,2025-07-19 18:02:11.925539,6:22:05.830000,13,10,15,11,0.5176192560868592,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.5,38.0,OFF,MAXN
2025-07-19 18:02:12,2025-07-19 18:02:12.927687,6:22:06.830000,9,10,13,6,0.517680664478415,0.0007371371866878712,0,0.0,4.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.5,38.0,OFF,MAXN
2025-07-19 18:02:13,2025-07-19 18:02:13.929264,6:22:07.830000,10,11,16,9,0.5174964393037477,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.25,OFF,MAXN
